stationName,date,record,maxAirTmp,timeMaxAirTmp,minAirTmp,timeMinAirTmp,avgAirTmp,avgRelHum,avgDewPoint,maxRelHum,timeMaxRelHum,maxDewPoint,timeMaxDewPoint,minRelHum,timeMinRelHum,minDewPoint,timeMinDewPoint,avgWindSpeed,maxWindSpeed,timeMaxWindSpeed,maxWindSpeedDir,precip,solRad,eto,etoFlag,hstAirTmp01,hstAirTmp02,hstAirTmp03,hstAirTmp04,hstAirTmp05,hstAirTmp06,hstAirTmp07,hstAirTmp08,hstAirTmp09,hstAirTmp10,hstAirTmp11,hstAirTmp12,hstAirTmp13,batVolt,yearRain,eto7,eto30,maxSoilTmp,minSoilTmp,avgSoilTmp
Foothills,7/21/23,0,91.9,1506,69.93,2226,79.67,54.36,,,,,,,,,,2.062,13.82,1246,298,0,670,0.235,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/22/23,0,93.4,1423,63.12,524,76.88,64.42,,,,,,,,,,2.517,12.14,1121,266,0,652,0.231,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/23/23,0,85.4,1034,62.26,117,71.25,80.9,,,,,,,,,,1.712,10.46,1026,292,0,226,0.082,S,,,,,,,,,,,,,,,,,,,,
Foothills,7/24/23,0,95.2,1316,64.79,551,79.09,67.64,,,,,,,,,,2.354,15.49,1330,261,0,659.1,0.241,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/25/23,0,97.9,1417,67.21,2,83.3,54.97,,,,,,,,,,2.494,13.82,1424,251,0,653.1,0.248,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/26/23,0,100.2,1433,70.86,111,84.2,46.43,,,,,,,,,,2.396,13.82,1440,259,0,668.2,0.26,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/27/23,0,98.9,1439,67.09,2114,81.6,52.4,,,,,,,,,,2.232,13.82,1219,296,0,669.2,0.253,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/28/23,0,93,1149,68.21,608,77.38,68.2,,,,,,,,,,1.879,13.82,1208,279,0,659.6,0.228,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/29/23,0,94,1533,70.05,154,79.35,66.35,,,,,,,,,,2.127,13.82,1423,270,0,522.9,0.192,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/30/23,0,96.6,1437,66.23,451,78.73,67.83,,,,,,,,,,1.837,13.82,1444,272,0,613.1,0.213,*,,,,,,,,,,,,,,,,,,,,
Foothills,7/31/23,0,94,1104,69.19,306,78.55,64.36,,,,,,,,,,1.789,12.14,1200,285,0,339,0.136,S,,,,,,,,,,,,,,,,,,,,
Foothills,8/1/23,0,94.7,1434,70.43,2352,79.28,62.28,,,,,,,,,,2.263,15.49,1255,260,0,582.2,0.215,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/2/23,0,93.9,1518,65.6,434,77.24,61.7,,,,,,,,,,2.438,15.49,1320,277,0,667.1,0.243,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/3/23,0,87.8,1422,58.17,539,72.17,66.57,,,,,,,,,,2.64,13.82,1122,265,0,686.9,0.232,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/4/23,0,88.2,1339,58.29,532,71.86,72.47,,,,,,,,,,2.522,15.49,1352,286,0,673.4,0.224,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/5/23,0,92.7,1321,58.79,559,74.43,71.2,,,,,,,,,,2.225,13.82,1237,279,0,680.2,0.238,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/6/23,0,99.1,1305,61.64,2355,77.26,64.83,,,,,,,,,,1.897,15.49,1338,261,0,685.6,0.244,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/7/23,0,94.7,1321,61.45,12,76.89,46.1,,,,,,,,,,1.291,13.82,1506,96,0,682.5,0.231,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/8/23,0,90.9,1248,61.76,414,76.06,51.73,,,,,,,,,,1.38,13.82,1250,245,0,590.5,0.197,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/9/23,0,88.5,1227,65.34,2359,73.03,70.99,,,,,,,,,,1.747,15.49,1250,277,0,472.8,0.161,M,,,,,,,,,,,,,,,,,,,,
Foothills,8/10/23,0,86.5,1438,64.48,629,70.95,79.87,,,,,,,,,,1.956,15.49,1303,298,0.02,488.1,0.163,M,,,,,,,,,,,,,,,,,,,,
Foothills,8/11/23,0,84.5,1332,64.36,2354,71.73,77.41,,,,,,,,,,2.226,15.49,1202,271,0,571.8,0.188,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/12/23,0,88.8,1332,62.5,501,72.64,74.95,,,,,,,,,,2.201,15.49,1333,327,0,645.3,0.214,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/13/23,0,88.8,1255,61.33,506,72.3,75.91,,,,,,,,,,2.502,15.49,1344,240,0,649.1,0.215,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/14/23,0,89.5,1334,61.57,452,73.56,76.4,,,,,,,,,,2.418,15.49,1337,239,0,627.1,0.216,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/15/23,0,95.5,1336,62.14,535,78.32,63.46,,,,,,,,,,2.956,15.49,1348,272,0,637.7,0.235,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/16/23,0,98.3,1622,68.07,351,83,53.19,,,,,,,,,,2.987,15.49,1314,277,0,615.6,0.243,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/17/23,0,96,1542,66.72,2247,80.3,57.56,,,,,,,,,,2.292,15.49,1205,280,0,655.1,0.242,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/18/23,0,93.5,1435,59.9,439,74.7,65.3,,,,,,,,,,2.257,13.82,1212,248,0,646.8,0.229,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/19/23,0,83.8,1002,63,5,74.05,65.48,,,,,,,,,,1.404,12.14,1312,305,0,418.2,0.14,M,,,,,,,,,,,,,,,,,,,,
Foothills,8/20/23,0,77.13,117,61.88,2228,71.21,87.3,,,,,,,,,,2.768,27.23,1728,136,2.46,54.45,0.024,S,,,,,,,,,,,,,,,,,,,,
Foothills,8/21/23,0,77.61,1136,61.32,500,67.3,85.3,,,,,,,,,,1.561,15.49,2,105,0.18,298.2,0.094,S,,,,,,,,,,,,,,,,,,,,
Foothills,8/22/23,0,86.3,1435,62.88,522,73.41,70.42,,,,,,,,,,2.852,17.17,1321,276,0,623.6,0.21,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/23/23,0,89.9,1407,66.84,154,76.7,65.03,,,,,,,,,,2.314,13.82,1159,254,0,621.4,0.214,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/24/23,0,87,1438,61.64,2256,71.4,76.12,,,,,,,,,,2.283,13.82,1334,269,0,594.6,0.198,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/25/23,0,89.3,1327,59.53,350,73.23,69.52,,,,,,,,,,2.268,15.49,1344,264,0,624.6,0.21,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/26/23,0,95.5,1443,62.26,132,78.3,55.36,,,,,,,,,,2.41,13.82,1142,257,0,635.3,0.228,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/27/23,0,97.9,1447,73.34,527,85.2,36.69,,,,,,,,,,2.345,13.82,1336,239,0,624.6,0.237,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/28/23,0,104.6,1402,77,356,88.1,37.07,,,,,,,,,,2.21,15.49,1437,265,0,625.7,0.246,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/29/23,0,101.4,1356,75.89,342,87.3,38.44,,,,,,,,,,1.717,12.14,1255,245,0,630.9,0.239,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/30/23,0,95.2,1216,74.89,2303,84.2,43.18,,,,,,,,,,1.073,10.46,1142,257,0,620.2,0.213,*,,,,,,,,,,,,,,,,,,,,
Foothills,8/31/23,0,93.2,1458,66.23,2236,76.76,61.33,,,,,,,,,,1.173,10.46,1120,290,0,602.3,0.197,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/1/23,0,87.8,1215,62.26,335,72.92,70.35,,,,,,,,,,1.929,17.17,1033,116,0,443.3,0.155,M,,,,,,,,,,,,,,,,,,,,
Foothills,9/2/23,0,76.88,1445,67.7,2355,70.58,85.9,,,,,,,,,,1.403,10.46,1058,157,0.07,173.4,0.06,S,,,,,,,,,,,,,,,,,,,,
Foothills,9/3/23,0,82.8,1403,61.57,2249,70.22,76.25,,,,,,,,,,2.617,17.17,1256,287,0.01,447.6,0.149,M,,,,,,,,,,,,,,,,,,,,
Foothills,9/4/23,0,81.3,1302,60.15,502,67.54,77.03,,,,,,,,,,1.778,12.14,1324,277,0,427.5,0.134,M,,,,,,,,,,,,,,,,,,,,
Foothills,9/5/23,0,70.3,1103,61.45,520,64.53,90.1,,,,,,,,,,0.944,8.79,1137,298,0.01,103.6,0.035,S,,,,,,,,,,,,,,,,,,,,
Foothills,9/6/23,0,85.2,1333,61.57,2355,69.35,79.51,,,,,,,,,,1.792,17.17,1352,273,0.01,531.6,0.172,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/7/23,0,89.5,1447,59.16,521,73.11,72.38,,,,,,,,,,1.591,10.46,1224,260,0,592.3,0.195,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/8/23,0,97.8,1338,69.69,224,81.7,42.6,,,,,,,,,,1.698,13.82,1403,248,0,561.2,0.205,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/9/23,0,96.6,1346,76.63,57,84.4,44.71,,,,,,,,,,2.55,17.17,1237,254,0,508.6,0.203,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/10/23,0,94.7,1531,68.44,615,80.9,57.89,,,,,,,,,,2.15,13.82,519,255,0.02,366.3,0.143,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/11/23,0,90,1448,71.67,2026,78.29,61.44,,,,,,,,,,1.635,15.49,1121,248,0,237,0.096,M,,,,,,,,,,,,,,,,,,,,
Foothills,9/12/23,0,86.8,1449,62.01,2358,73.6,67.26,,,,,,,,,,1.804,13.82,56,259,0,577.6,0.189,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/13/23,0,83.3,1423,60.27,2354,68.12,77.59,,,,,,,,,,1.899,12.14,1236,251,0,540.7,0.168,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/14/23,0,81.7,1334,58.66,610,66.58,79.58,,,,,,,,,,1.648,17.17,1510,280,0,542,0.165,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/15/23,0,79.84,1430,61.14,501,66.91,83,,,,,,,,,,2.146,13.82,1331,262,0,342,0.108,M,,,,,,,,,,,,,,,,,,,,
Foothills,9/16/23,0,71.42,1310,62.26,513,64.84,87.9,,,,,,,,,,1.114,10.46,1317,266,0,127.2,0.044,S,,,,,,,,,,,,,,,,,,,,
Foothills,9/17/23,0,67.82,1523,61.7,629,63.81,91.9,,,,,,,,,,0.718,7.108,1245,276,0.06,112.6,0.036,S,,,,,,,,,,,,,,,,,,,,
Foothills,9/18/23,0,80.7,1205,58.1,2223,66.51,79.81,,,,,,,,,,1.363,13.82,1206,276,0,349.7,0.109,M,,,,,,,,,,,,,,,,,,,,
Foothills,9/19/23,0,80.6,1437,57.37,551,66.61,76.62,,,,,,,,,,1.639,13.82,1328,271,0,518.6,0.155,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/20/23,0,77.37,1258,60.27,2049,65.84,74.66,,,,,,,,,,1.59,12.14,1145,270,0,352.2,0.112,M,,,,,,,,,,,,,,,,,,,,
Foothills,9/21/23,0,76.01,1407,58.91,2331,64.62,78.49,,,,,,,,,,1.535,15.49,1352,255,0,296.4,0.092,S,,,,,,,,,,,,,,,,,,,,
Foothills,9/22/23,0,77.36,1148,57.18,512,64.64,77.55,,,,,,,,,,1.382,10.46,1155,281,0,302.5,0.094,S,,,,,,,,,,,,,,,,,,,,
Foothills,9/23/23,0,80.6,1301,56.93,609,66.98,75.39,,,,,,,,,,1.825,15.49,1211,266,0,523.1,0.159,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/24/23,0,84.8,1259,56.18,623,66.73,78.71,,,,,,,,,,2.03,13.82,1329,337,0,513.9,0.163,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/25/23,0,82.6,1406,53.83,552,66.45,77.74,,,,,,,,,,2.175,13.82,1219,277,0.01,481.7,0.15,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/26/23,0,85.9,1452,59.04,420,71.43,57.12,,,,,,,,,,2.289,15.49,1217,275,0,540.3,0.179,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/27/23,0,89.6,1330,60.77,2359,71.8,59.11,,,,,,,,,,1.73,12.14,1347,283,0,497.8,0.164,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/28/23,0,81.5,1313,55.57,400,64.55,83.7,,,,,,,,,,1.375,13.82,1349,258,0,454.5,0.135,*,,,,,,,,,,,,,,,,,,,,
Foothills,9/29/23,0,74.52,1250,58.41,715,63.22,82.8,,,,,,,,,,1.229,12.14,1412,267,0.01,291,0.088,M,,,,,,,,,,,,,,,,,,,,
Foothills,9/30/23,0,69.93,1229,57.05,2351,60.93,85.5,,,,,,,,,,1.702,20.52,1410,242,0.03,132.5,0.043,S,,,,,,,,,,,,,,,,,,,,
Foothills,10/1/23,0,72.66,1419,54.27,2331,59.85,74.68,,,,,,,,,,1.507,15.49,1119,258,0,290.4,0.084,S,,,,,,,,,,,,,,,,,,,,
Foothills,10/2/23,0,74.52,1244,52.22,419,62.15,68.64,,,,,,,,,,2.653,15.49,1120,243,0,486.7,0.139,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/3/23,0,84.3,1318,58.23,21,71.2,53.89,,,,,,,,,,2.467,13.82,1214,270,0,483.2,0.159,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/4/23,0,92.4,1423,64.49,303,78.41,41.52,,,,,,,,,,2.233,20.52,917,336,0,491.7,0.179,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/5/23,0,96.5,1314,72.29,207,84,29.51,,,,,,,,,,2.485,13.82,1232,277,0,497.9,0.193,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/6/23,0,95.8,1532,74.89,1,85.2,28.58,,,,,,,,,,2.24,12.14,1334,294,0,495,0.183,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/7/23,0,96.6,1432,70.8,509,80.9,40.13,,,,,,,,,,2.016,13.82,1319,266,0,485.6,0.175,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/8/23,0,93.2,1344,68.57,515,80.3,40.39,,,,,,,,,,2.012,13.82,1349,265,0,485,0.171,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/9/23,0,85.4,1146,59.53,552,71.44,60.05,,,,,,,,,,2,13.82,1245,275,0,467.7,0.149,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/10/23,0,79.72,1326,55.69,500,65.05,80.3,,,,,,,,,,1.858,13.82,1302,271,0,442.1,0.129,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/11/23,0,76.01,1351,59.16,2359,63.89,83,,,,,,,,,,1.936,13.82,1457,245,0.06,297.9,0.087,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/12/23,0,82.3,1307,56.31,600,66.05,75.38,,,,,,,,,,2.018,15.49,1234,259,0,456.1,0.138,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/13/23,0,84.1,1322,57.06,533,62.47,84,,,,,,,,,,0.671,10.46,1324,297,0,407.4,0.125,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/14/23,0,87.3,1357,58.42,612,70.11,57.32,,,,,,,,,,1.881,15.49,1328,252,0,410.8,0.137,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/15/23,0,91.6,1412,66.6,114,77.58,40.74,,,,,,,,,,1.86,13.82,1242,257,0,455,0.159,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/16/23,0,90.6,1334,63.62,2356,78.25,47.45,,,,,,,,,,2.45,12.14,1350,285,0,461,0.159,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/17/23,0,86.7,1345,63.87,1,74.02,54.65,,,,,,,,,,1.706,10.46,1131,267,0,450.1,0.148,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/18/23,0,90.3,1328,62.76,329,76.62,52.91,,,,,,,,,,1.172,8.79,1040,255,0,446.2,0.144,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/19/23,0,94.4,1218,73.47,2300,81.7,37.06,,,,,,,,,,1.742,10.46,1303,249,0,432.2,0.149,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/20/23,0,97.7,1316,73.09,2356,82.8,33.09,,,,,,,,,,2.38,17.17,1322,254,0,425.1,0.163,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/21/23,0,88.1,1342,60.52,2341,74.23,53.5,,,,,,,,,,2.172,12.14,1113,276,0,430.6,0.146,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/22/23,0,77,1303,57.55,639,64.18,80.9,,,,,,,,,,2.05,18.85,1320,282,0,388.4,0.114,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/23/23,0,67.7,1227,57.31,2331,61.76,82.7,,,,,,,,,,1.035,10.46,853,103,0.04,161.3,0.048,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/24/23,0,78.97,1300,55.82,542,64.06,79.16,,,,,,,,,,1.426,12.14,1350,292,0,388.3,0.11,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/25/23,0,65.84,1152,58.04,702,60.75,86.8,,,,,,,,,,0.68,8.79,1159,93,0.1,113.2,0.034,M,,,,,,,,,,,,,,,,,,,,
Foothills,10/26/23,0,73.65,1245,57.42,609,62.98,77.83,,,,,,,,,,1.722,17.17,1410,259,0,320.6,0.091,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/27/23,0,75.26,1316,55.69,2215,61.72,80.9,,,,,,,,,,1.53,12.14,1322,223,0,314.4,0.089,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/28/23,0,74.4,1335,54.2,417,61.44,76.95,,,,,,,,,,1.885,13.82,1105,289,0,396.5,0.11,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/29/23,0,78.12,1251,55.69,13,66.33,17.91,,,,,,,,,,8.42,38.97,629,264,0,423.8,0.222,M,,,,,,,,,,,,,,,,,,,,
Foothills,10/30/23,0,83.4,1323,61.82,622,71.05,10.9,,,,,,,,,,3.719,27.23,324,7,0,438.8,0.169,*,,,,,,,,,,,,,,,,,,,,
Foothills,10/31/23,0,87.5,1419,62.2,57,73.77,10.56,,,,,,,,,,2.056,17.17,1206,102,0,418.7,0.137,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/1/23,0,87.5,1249,64.24,1,74.13,13.68,,,,,,,,,,2.161,15.49,1343,262,0,409,0.141,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/2/23,0,84.6,1312,63.13,552,73.7,17.31,,,,,,,,,,2.216,13.82,1334,265,0,408.6,0.143,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/3/23,0,84.8,1309,62.26,207,71.97,24.54,,,,,,,,,,1.916,13.82,1228,283,0,403.4,0.137,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/4/23,0,85.7,1235,62.51,501,71.99,29.94,,,,,,,,,,2.063,15.49,1425,253,0,384.9,0.13,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/5/23,0,87.2,1201,61.7,517,71.95,35.1,,,,,,,,,,1.708,10.46,1254,324,0,384.8,0.126,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/6/23,0,80.8,1349,56.06,2235,67.39,65.46,,,,,,,,,,1.858,10.46,1253,276,0,385.6,0.114,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/7/23,0,72.16,1248,54.08,2250,60.67,79.94,,,,,,,,,,2.095,12.14,1350,276,0,203,0.06,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/8/23,0,76.51,1433,53.71,550,64.89,38.4,,,,,,,,,,5.36,30.59,2056,89,0,372.2,0.159,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/9/23,0,78.48,1353,59.4,2357,68.78,14.56,,,,,,,,,,5.313,32.26,240,63,0,381,0.169,M,,,,,,,,,,,,,,,,,,,,
Foothills,11/10/23,0,77.19,1407,55.82,313,65.17,22.69,,,,,,,,,,2.33,15.49,1243,318,0,334.9,0.113,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/11/23,0,82.8,1436,56.94,519,69.31,17.81,,,,,,,,,,1.979,12.14,1237,279,0,375.1,0.121,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/12/23,0,86.3,1356,62.75,2332,72.9,16.11,,,,,,,,,,2.243,13.82,1135,289,0,366.9,0.126,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/13/23,0,78.74,1117,58.67,304,67.26,25.37,,,,,,,,,,1.355,8.79,904,144,0,281.5,0.085,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/14/23,0,81.2,1220,59.42,607,68.82,28.45,,,,,,,,,,2.024,15.49,1439,291,0,356.2,0.117,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/15/23,0,70.92,933,54.2,1711,61.66,59.69,,,,,,,,,,1.391,12.14,1030,231,0.3,84.1,0.031,M,,,,,,,,,,,,,,,,,,,,
Foothills,11/16/23,0,75.12,1434,56.31,123,62.35,81.4,,,,,,,,,,1.222,13.82,1527,236,0.01,249.3,0.069,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/17/23,0,76.99,1337,57.8,502,64.82,70.6,,,,,,,,,,1.62,10.46,1126,253,0,338.2,0.093,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/18/23,0,73.15,1408,56.68,243,61.5,81.3,,,,,,,,,,1.927,12.14,1515,283,0,265.4,0.073,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/19/23,0,70.92,1316,55.45,2034,60.97,74.44,,,,,,,,,,2.343,13.82,1157,327,0,323.7,0.086,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/20/23,0,74.52,1108,57.3,445,66.27,21.24,,,,,,,,,,7.075,42.33,2121,103,0.01,344.9,0.179,S,,,,,,,,,,,,,,,,,,,,
Foothills,11/21/23,0,84.7,1423,59.4,335,70.58,20.36,,,,,,,,,,2.59,13.82,6,247,0,343.2,0.117,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/22/23,0,82.1,1214,59.78,601,69.98,23.03,,,,,,,,,,2.004,13.82,1244,270,0,332.4,0.11,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/23/23,0,72.85,1201,54.08,2008,62.46,52.26,,,,,,,,,,2.188,12.14,1223,129,0,310.5,0.09,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/24/23,0,66.46,1434,52.96,2359,57.9,76.05,,,,,,,,,,1.55,10.46,932,133,0,203.4,0.052,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/25/23,0,70.55,1254,50.36,518,58.94,54.18,,,,,,,,,,2.648,18.85,2002,102,0,323.8,0.097,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/26/23,0,68.94,1342,54.64,210,60.79,24.72,,,,,,,,,,3.307,17.17,1611,112,0,279.3,0.099,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/27/23,0,74.39,1211,55.26,325,62.21,24.81,,,,,,,,,,2.687,17.17,1246,280,0,281.5,0.102,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/28/23,0,71.92,1428,53.58,2350,61.42,35.7,,,,,,,,,,2.016,12.14,1340,260,0,319.6,0.098,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/29/23,0,67.2,1201,51.1,341,56.57,69.49,,,,,,,,,,1.785,13.82,1150,259,0,220.6,0.06,*,,,,,,,,,,,,,,,,,,,,
Foothills,11/30/23,0,66.95,1359,51.47,205,56.37,80.4,,,,,,,,,,1.824,17.17,1502,244,0,232.4,0.06,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/1/23,0,67.2,1419,48.87,639,56.55,65.94,,,,,,,,,,2.14,13.82,1459,302,0,306.9,0.079,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/2/23,0,68.75,1314,49.61,635,56.84,65.39,,,,,,,,,,1.897,10.46,1144,267,0,300.8,0.076,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/3/23,0,70.55,1436,50.98,253,58.73,61.44,,,,,,,,,,2.029,12.14,1131,276,0,303,0.083,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/4/23,0,78.84,1357,56.44,515,66.29,46.04,,,,,,,,,,1.594,8.79,1108,276,0,283.6,0.08,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/5/23,0,81.8,1352,60.15,515,70.92,31.14,,,,,,,,,,1.726,10.46,1201,248,0,300.6,0.098,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/6/23,0,78.86,903,52.34,2159,65.63,46.92,,,,,,,,,,2.076,12.14,1136,264,0,302.5,0.093,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/7/23,0,68.19,1256,49.98,330,56.54,80.2,,,,,,,,,,2.877,15.49,1337,259,0,294.1,0.075,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/8/23,0,69.81,1429,49.61,638,56.66,72.98,,,,,,,,,,2.104,12.14,1438,254,0,304.2,0.077,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/9/23,0,73.78,1252,53.34,1,62.48,25.31,,,,,,,,,,2.206,13.82,1705,123,0,290.1,0.088,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/10/23,0,76.25,1409,54.45,520,64.24,15.61,,,,,,,,,,1.718,12.14,1216,279,0,305.2,0.092,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/11/23,0,76.12,1238,54.52,2345,64.51,23.47,,,,,,,,,,1.385,8.79,1300,281,0,271.7,0.078,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/12/23,0,70.55,1314,49.49,532,57.27,56.07,,,,,,,,,,1.376,8.79,1100,260,0,300.2,0.077,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/13/23,0,68.57,1344,47.63,633,56.13,76.42,,,,,,,,,,2.237,15.49,2152,354,0,275.4,0.072,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/14/23,0,74.51,1436,52.47,8,62.79,33.34,,,,,,,,,,1.986,12.14,1217,235,0,299.5,0.092,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/15/23,0,80.1,1221,56.56,159,66.65,23.63,,,,,,,,,,2.049,12.14,1308,261,0,297.8,0.094,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/16/23,0,81,1303,60.89,603,68.81,20.34,,,,,,,,,,2.157,15.49,1511,260,0,295,0.1,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/17/23,0,79.59,1254,62.87,2323,69.14,20.95,,,,,,,,,,1.706,12.14,1328,288,0,240.4,0.085,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/18/23,0,75.63,1401,54.87,2250,65.74,37.23,,,,,,,,,,1.979,12.14,101,282,0.08,204.1,0.071,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/19/23,0,66.58,1103,56.42,648,59.81,84.2,,,,,,,,,,1.299,10.46,1245,279,0.02,99.7,0.03,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/20/23,0,65.84,1040,55.01,138,58.85,87.8,,,,,,,,,,1.808,12.14,2025,156,0.76,151.3,0.041,*,,,,,,,,,,,,,,,,,,,,
Foothills,12/21/23,0,68.19,1358,55.19,110,61.14,72.78,,,,,,,,,,2.419,18.85,2153,93,0.13,142.8,0.051,*,,,,,,,,,,,,,,,,,,,,
